DRGVER,DRG,DRG_Explained,MDC,MedSurg_flag,MDC_Explained
34,23,23: CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,1,P,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,24,24: CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W/O MCC,1,P,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,25,25: CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,1,P,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,26,26: CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC,1,P,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,27,27: CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC,1,P,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,28,28: SPINAL PROCEDURES W MCC,1,P,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,29,29: SPINAL PROCEDURES W CC OR SPINAL NEUROSTIMULATORS,1,P,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,30,30: SPINAL PROCEDURES W/O CC/MCC,1,P,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,31,31: VENTRICULAR SHUNT PROCEDURES W MCC,1,P,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,32,32: VENTRICULAR SHUNT PROCEDURES W CC,1,P,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,33,33: VENTRICULAR SHUNT PROCEDURES W/O CC/MCC,1,P,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,34,34: CAROTID ARTERY STENT PROCEDURE W MCC,1,P,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,35,35: CAROTID ARTERY STENT PROCEDURE W CC,1,P,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,36,36: CAROTID ARTERY STENT PROCEDURE W/O CC/MCC,1,P,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,37,37: EXTRACRANIAL PROCEDURES W MCC,1,P,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,38,38: EXTRACRANIAL PROCEDURES W CC,1,P,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,39,39: EXTRACRANIAL PROCEDURES W/O CC/MCC,1,P,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,40,40: PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W MCC,1,P,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,41,41: PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W CC OR PERIPH NEUROSTIM,1,P,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,42,42: PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W/O CC/MCC,1,P,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,52,52: SPINAL DISORDERS & INJURIES W CC/MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,53,53: SPINAL DISORDERS & INJURIES W/O CC/MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,54,54: NERVOUS SYSTEM NEOPLASMS W MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,55,55: NERVOUS SYSTEM NEOPLASMS W/O MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,56,56: DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,57,57: DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,58,58: MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,59,59: MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W CC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,60,60: MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W/O CC/MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,61,61: ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,62,62: ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W CC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,63,63: ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W/O CC/MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,64,64: INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,65,65: INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,66,66: INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,67,67: NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,68,68: NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,69,69: TRANSIENT ISCHEMIA,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,70,70: NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,71,71: NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,72,72: NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,73,73: CRANIAL & PERIPHERAL NERVE DISORDERS W MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,74,74: CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,75,75: VIRAL MENINGITIS W CC/MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,76,76: VIRAL MENINGITIS W/O CC/MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,77,77: HYPERTENSIVE ENCEPHALOPATHY W MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,78,78: HYPERTENSIVE ENCEPHALOPATHY W CC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,79,79: HYPERTENSIVE ENCEPHALOPATHY W/O CC/MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,80,80: NONTRAUMATIC STUPOR & COMA W MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,81,81: NONTRAUMATIC STUPOR & COMA W/O MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,82,"82: TRAUMATIC STUPOR & COMA, COMA >1 HR W MCC",1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,83,"83: TRAUMATIC STUPOR & COMA, COMA >1 HR W CC",1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,84,"84: TRAUMATIC STUPOR & COMA, COMA >1 HR W/O CC/MCC",1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,85,"85: TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,86,"86: TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,87,"87: TRAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC",1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,88,88: CONCUSSION W MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,89,89: CONCUSSION W CC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,90,90: CONCUSSION W/O CC/MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,91,91: OTHER DISORDERS OF NERVOUS SYSTEM W MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,92,92: OTHER DISORDERS OF NERVOUS SYSTEM W CC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,93,93: OTHER DISORDERS OF NERVOUS SYSTEM W/O CC/MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,94,94: BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,95,95: BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W CC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,96,96: BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W/O CC/MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,97,97: NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,98,98: NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W CC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,99,99: NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W/O CC/MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,100,100: SEIZURES W MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,101,101: SEIZURES W/O MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,102,102: HEADACHES W MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,103,103: HEADACHES W/O MCC,1,M,1: DISEASES & DISORDERS OF THE NERVOUS SYSTEM
34,113,113: ORBITAL PROCEDURES W CC/MCC,2,P,2: DISEASES & DISORDERS OF THE EYE
34,114,114: ORBITAL PROCEDURES W/O CC/MCC,2,P,2: DISEASES & DISORDERS OF THE EYE
34,115,115: EXTRAOCULAR PROCEDURES EXCEPT ORBIT,2,P,2: DISEASES & DISORDERS OF THE EYE
34,116,116: INTRAOCULAR PROCEDURES W CC/MCC,2,P,2: DISEASES & DISORDERS OF THE EYE
34,117,117: INTRAOCULAR PROCEDURES W/O CC/MCC,2,P,2: DISEASES & DISORDERS OF THE EYE
34,121,121: ACUTE MAJOR EYE INFECTIONS W CC/MCC,2,M,2: DISEASES & DISORDERS OF THE EYE
34,122,122: ACUTE MAJOR EYE INFECTIONS W/O CC/MCC,2,M,2: DISEASES & DISORDERS OF THE EYE
34,123,123: NEUROLOGICAL EYE DISORDERS,2,M,2: DISEASES & DISORDERS OF THE EYE
34,124,124: OTHER DISORDERS OF THE EYE W MCC,2,M,2: DISEASES & DISORDERS OF THE EYE
34,125,125: OTHER DISORDERS OF THE EYE W/O MCC,2,M,2: DISEASES & DISORDERS OF THE EYE
34,129,129: MAJOR HEAD & NECK PROCEDURES W CC/MCC OR MAJOR DEVICE,3,P,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
34,130,130: MAJOR HEAD & NECK PROCEDURES W/O CC/MCC,3,P,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
34,131,131: CRANIAL/FACIAL PROCEDURES W CC/MCC,3,P,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
34,132,132: CRANIAL/FACIAL PROCEDURES W/O CC/MCC,3,P,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
34,133,"133: OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES W CC/MCC",3,P,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
34,134,"134: OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES W/O CC/MCC",3,P,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
34,135,135: SINUS & MASTOID PROCEDURES W CC/MCC,3,P,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
34,136,136: SINUS & MASTOID PROCEDURES W/O CC/MCC,3,P,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
34,137,137: MOUTH PROCEDURES W CC/MCC,3,P,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
34,138,138: MOUTH PROCEDURES W/O CC/MCC,3,P,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
34,139,139: SALIVARY GLAND PROCEDURES,3,P,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
34,146,"146: EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",3,M,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
34,147,"147: EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC",3,M,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
34,148,"148: EAR, NOSE, MOUTH & THROAT MALIGNANCY W/O CC/MCC",3,M,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
34,149,149: DYSEQUILIBRIUM,3,M,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
34,150,150: EPISTAXIS W MCC,3,M,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
34,151,151: EPISTAXIS W/O MCC,3,M,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
34,152,152: OTITIS MEDIA & URI W MCC,3,M,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
34,153,153: OTITIS MEDIA & URI W/O MCC,3,M,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
34,154,"154: OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",3,M,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
34,155,"155: OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W CC",3,M,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
34,156,"156: OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W/O CC/MCC",3,M,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
34,157,157: DENTAL & ORAL DISEASES W MCC,3,M,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
34,158,158: DENTAL & ORAL DISEASES W CC,3,M,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
34,159,159: DENTAL & ORAL DISEASES W/O CC/MCC,3,M,"3: DISEASES & DISORDERS OF THE EAR, NOSE, MOUTH & THROAT"
34,163,163: MAJOR CHEST PROCEDURES W MCC,4,P,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,164,164: MAJOR CHEST PROCEDURES W CC,4,P,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,165,165: MAJOR CHEST PROCEDURES W/O CC/MCC,4,P,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,166,166: OTHER RESP SYSTEM O.R. PROCEDURES W MCC,4,P,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,167,167: OTHER RESP SYSTEM O.R. PROCEDURES W CC,4,P,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,168,168: OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,4,P,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,175,175: PULMONARY EMBOLISM W MCC,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,176,176: PULMONARY EMBOLISM W/O MCC,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,177,177: RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,178,178: RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,179,179: RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,180,180: RESPIRATORY NEOPLASMS W MCC,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,181,181: RESPIRATORY NEOPLASMS W CC,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,182,182: RESPIRATORY NEOPLASMS W/O CC/MCC,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,183,183: MAJOR CHEST TRAUMA W MCC,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,184,184: MAJOR CHEST TRAUMA W CC,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,185,185: MAJOR CHEST TRAUMA W/O CC/MCC,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,186,186: PLEURAL EFFUSION W MCC,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,187,187: PLEURAL EFFUSION W CC,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,188,188: PLEURAL EFFUSION W/O CC/MCC,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,189,189: PULMONARY EDEMA & RESPIRATORY FAILURE,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,190,190: CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,191,191: CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,192,192: CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,193,193: SIMPLE PNEUMONIA & PLEURISY W MCC,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,194,194: SIMPLE PNEUMONIA & PLEURISY W CC,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,195,195: SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,196,196: INTERSTITIAL LUNG DISEASE W MCC,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,197,197: INTERSTITIAL LUNG DISEASE W CC,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,198,198: INTERSTITIAL LUNG DISEASE W/O CC/MCC,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,199,199: PNEUMOTHORAX W MCC,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,200,200: PNEUMOTHORAX W CC,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,201,201: PNEUMOTHORAX W/O CC/MCC,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,202,202: BRONCHITIS & ASTHMA W CC/MCC,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,203,203: BRONCHITIS & ASTHMA W/O CC/MCC,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,204,204: RESPIRATORY SIGNS & SYMPTOMS,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,205,205: OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,206,206: OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,207,207: RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT >96 HOURS,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,208,208: RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <,4,M,4: DISEASES & DISORDERS OF THE RESPIRATORY SYSTEM
34,215,215: OTHER HEART ASSIST SYSTEM IMPLANT,5,P,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
34,216,216: CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC,5,P,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
34,217,217: CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W CC,5,P,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
34,218,218: CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W/O CC/MCC,5,P,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
34,219,219: CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,5,P,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
34,220,220: CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,5,P,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
34,221,221: CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W/O CC/MCC,5,P,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
34,222,222: CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W MCC,5,P,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
34,223,223: CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W/O MCC,5,P,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
34,224,224: CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W MCC,5,P,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
34,225,225: CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W/O MCC,5,P,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
34,226,226: CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W MCC,5,P,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
34,227,227: CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,5,P,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
34,228,228: OTHER CARDIOTHORACIC PROCEDURES W MCC,5,P,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
34,229,229: OTHER CARDIOTHORACIC PROCEDURES W/O MCC,5,P,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
34,231,231: CORONARY BYPASS W PTCA W MCC,5,P,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
34,232,232: CORONARY BYPASS W PTCA W/O MCC,5,P,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
34,233,233: CORONARY BYPASS W CARDIAC CATH W MCC,5,P,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
34,234,234: CORONARY BYPASS W CARDIAC CATH W/O MCC,5,P,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
34,235,235: CORONARY BYPASS W/O CARDIAC CATH W MCC,5,P,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
34,236,236: CORONARY BYPASS W/O CARDIAC CATH W/O MCC,5,P,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
34,239,239: AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC,5,P,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
34,240,240: AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,5,P,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
34,241,241: AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W/O CC/MCC,5,P,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
34,242,242: PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,5,P,5: DISEASES & DISORDERS OF THE CIRCULATORY SYSTEM
